file_name,confidence,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,label
Training_596387.jpg,0.975,2.2,0.16,0.0,0.23,1.33,0.74,0.0,1.08,0.43,0.08,1.46,1.42,0.73,0.38,0.14,1.52,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,angry
Training_2705239.jpg,0.975,0.07,0.0,2.78,1.59,0.06,0.0,0.04,0.28,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.27,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,angry
Training_2778588.jpg,0.875,0.0,0.0,0.84,0.0,0.0,1.21,0.2,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,angry
Training_842577.jpg,0.875,1.65,0.0,0.7,0.93,0.0,2.61,0.68,0.0,0.0,0.0,1.3,0.0,0.07,0.0,0.91,0.87,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,angry
Training_1677103.jpg,0.925,0.67,0.57,0.0,0.0,0.57,0.0,0.27,0.68,1.15,1.66,0.24,0.0,0.33,0.22,0.23,0.27,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
Training_1951293.jpg,0.975,1.59,0.95,0.75,1.53,0.83,0.74,3.03,1.48,0.0,1.44,0.0,0.0,0.85,0.0,0.7,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,angry
Training_1791860.jpg,0.875,0.0,0.0,0.69,0.07,1.21,1.1,0.86,1.99,0.6,0.73,0.0,0.0,0.0,0.11,2.85,2.45,0.19,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,angry
Training_1424656.jpg,0.975,0.0,0.0,1.0,0.27,1.0,3.51,1.04,0.42,0.0,1.07,0.62,0.43,0.99,0.0,0.35,1.68,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,angry
Training_211850.jpg,0.975,0.0,0.18,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,angry
Training_980394.jpg,0.975,0.36,0.0,1.56,0.04,0.0,0.0,0.49,0.93,0.0,0.2,1.16,0.19,0.45,0.0,0.59,0.0,0.12,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,angry
Training_1426440.jpg,0.875,0.0,0.0,1.15,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,1.52,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,angry
Training_2979314.jpg,0.925,1.54,0.17,1.64,0.0,0.29,1.56,0.86,0.04,0.0,0.0,0.05,0.0,0.0,0.16,0.75,1.6,0.2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,angry
Training_143373.jpg,0.875,0.11,0.0,0.0,1.25,0.0,0.3,0.95,0.0,0.0,0.0,0.68,0.69,0.7,0.24,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,angry
Training_3298836.jpg,0.975,0.33,0.22,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,angry
Training_3230992.jpg,0.925,1.47,0.61,0.0,0.42,0.0,0.2,0.0,0.55,0.33,0.92,0.0,0.0,0.0,0.0,0.58,0.0,1.49,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,angry
Training_3489023.jpg,0.925,0.0,0.0,0.38,0.0,0.21,0.52,0.21,1.34,0.0,1.14,0.0,1.15,0.0,0.11,0.0,0.0,0.24,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,angry
Training_2620915.jpg,0.875,0.58,0.22,0.71,0.02,0.0,0.0,0.08,0.34,0.08,0.39,0.0,0.0,0.42,0.0,0.79,0.89,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,angry
Training_3009211.jpg,0.875,0.28,0.0,0.89,0.0,0.96,1.21,0.83,0.08,1.06,0.38,0.37,0.0,0.78,0.0,0.74,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
Training_256301.jpg,0.875,0.09,0.0,1.39,0.0,2.06,2.48,1.89,1.49,0.88,0.91,0.0,0.0,0.85,0.0,0.98,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,angry
Training_3240079.jpg,0.875,0.18,0.0,1.07,0.74,0.0,0.8,0.77,0.68,0.0,1.57,0.0,0.0,0.0,0.17,0.43,1.15,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,angry
Training_63181.jpg,0.975,0.23,0.0,0.08,0.73,0.0,0.0,0.01,0.29,0.0,0.0,0.11,0.0,2.47,0.0,0.7,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,angry
Training_637496.jpg,0.875,0.01,0.0,0.37,0.0,0.34,0.05,0.8,1.03,0.0,1.26,0.15,0.0,0.0,0.0,0.46,1.47,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,angry
Training_3695371.jpg,0.025,2.74,0.0,0.0,2.02,0.45,0.0,0.0,1.79,0.22,2.49,0.49,0.45,3.3,0.14,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,angry
Training_3161929.jpg,0.875,0.18,0.0,0.0,0.0,1.92,2.14,1.39,1.35,0.67,0.22,0.06,0.0,0.65,0.0,1.29,0.65,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,angry
Training_3480868.jpg,0.875,2.48,0.64,0.27,1.19,0.0,0.0,0.0,1.14,0.63,1.46,0.0,0.0,0.56,0.0,0.0,0.0,0.05,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,angry
Training_2126195.jpg,0.875,1.61,0.0,1.12,2.6,0.15,0.42,0.09,0.37,0.15,1.54,0.38,0.0,0.0,0.2,1.65,0.89,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,angry
Training_3051975.jpg,0.975,0.0,0.0,0.06,0.02,1.31,2.34,0.75,0.33,0.0,0.0,0.48,0.0,0.0,0.0,0.89,0.84,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,angry
Training_2672984.jpg,0.875,0.0,0.0,0.76,0.48,1.72,3.33,0.26,0.93,1.52,1.54,0.0,0.41,2.31,0.19,1.53,1.04,0.77,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,angry
Training_3544433.jpg,0.925,2.05,1.23,0.0,0.69,0.99,1.83,1.6,0.87,0.27,1.78,0.73,0.0,1.34,0.0,2.2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,angry
Training_345125.jpg,0.875,0.0,0.0,0.0,0.0,1.41,3.2,1.76,2.05,0.88,0.88,0.55,0.0,0.0,0.35,1.45,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,angry
Training_1120923.jpg,0.975,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
Training_2583654.jpg,0.875,0.0,0.0,0.0,1.28,0.0,0.0,0.0,0.2,0.0,0.07,0.06,0.0,0.0,0.0,0.39,0.82,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,angry
Training_2978709.jpg,0.875,0.0,0.79,1.03,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.43,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,angry
Training_1924056.jpg,0.975,1.58,0.0,0.89,0.87,0.06,0.51,0.0,2.39,0.95,0.56,0.42,0.0,0.05,0.0,2.44,0.08,0.06,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,angry
Training_2242737.jpg,0.875,0.96,0.0,2.04,0.21,0.53,2.01,1.41,0.63,0.0,0.0,0.83,0.0,2.08,0.0,0.59,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,angry
Training_2097603.jpg,0.875,1.81,0.0,0.41,0.44,0.0,0.0,0.0,0.14,0.32,0.22,0.58,0.0,0.35,0.0,1.53,1.15,0.4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,angry
Training_3036443.jpg,0.975,0.68,0.0,0.0,1.96,0.0,0.0,0.0,0.45,0.0,0.0,0.03,0.0,0.0,0.0,0.33,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,angry
Training_2496501.jpg,0.875,0.99,0.0,2.16,0.0,0.0,0.95,0.3,0.23,0.0,0.23,1.25,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,angry
Training_3134863.jpg,0.575,0.25,0.16,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,angry
Training_3733358.jpg,0.875,0.02,0.09,0.37,0.16,0.0,0.62,0.12,0.0,0.0,0.51,0.0,0.1,0.0,0.04,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,angry
Training_3427626.jpg,0.875,0.0,0.19,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.75,0.72,0.2,0.0,0.55,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,angry
Training_2632144.jpg,0.925,0.16,0.0,0.46,1.44,0.0,0.0,0.09,0.39,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.26,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,angry
Training_3397618.jpg,0.975,1.15,0.54,0.06,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.58,0.0,0.21,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
Training_3710184.jpg,0.875,1.53,0.78,0.0,2.47,0.0,0.0,0.0,0.52,0.0,0.0,0.0,1.07,0.0,0.0,0.0,1.42,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,angry
Training_2163965.jpg,0.975,0.47,0.0,0.2,0.0,0.0,0.6,0.0,0.0,0.43,1.71,0.0,0.0,0.0,0.0,0.19,1.09,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,angry
Training_161824.jpg,0.775,0.49,0.17,0.4,1.83,0.0,0.0,1.17,1.12,0.1,0.0,0.77,0.52,1.68,1.04,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,angry
Training_1127865.jpg,0.775,0.63,1.13,0.0,0.72,0.43,0.0,1.23,0.0,0.0,0.0,0.67,0.0,2.19,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,angry
Training_3279666.jpg,0.875,0.18,0.0,0.0,1.31,0.0,0.0,0.06,0.9,0.0,0.05,1.43,0.0,0.91,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
Training_3264623.jpg,0.925,0.0,0.0,0.82,0.64,0.0,1.11,0.0,0.73,0.0,0.0,0.84,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
Training_434813.jpg,0.875,0.2,0.0,0.0,0.52,0.0,0.0,0.0,0.42,0.01,0.72,0.0,0.15,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,angry
Training_1559786.jpg,0.975,0.55,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.39,0.0,0.55,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,angry
Training_3096545.jpg,0.975,2.01,1.71,1.51,3.36,0.0,2.23,0.0,0.0,0.0,0.0,0.98,0.73,1.6,0.0,0.0,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,angry
Training_3434313.jpg,0.875,1.3,0.0,1.01,1.73,0.0,0.29,0.22,0.74,0.21,1.21,0.12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,angry
Training_267631.jpg,0.875,0.0,0.0,0.0,0.0,0.5,2.18,1.62,1.4,0.0,0.5,0.07,0.12,0.0,0.0,0.25,0.12,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,angry
Training_621487.jpg,0.975,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.27,0.0,0.0,1.91,1.19,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,angry
Training_2775035.jpg,0.875,1.29,0.0,1.38,0.73,0.64,0.0,0.37,0.95,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.01,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,angry
Training_859859.jpg,0.875,0.64,0.58,1.45,1.03,0.0,0.0,0.06,0.0,0.0,0.0,0.42,1.78,1.14,0.5,0.07,0.13,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,angry
Training_2697853.jpg,0.775,1.09,1.25,0.0,2.37,0.87,0.32,1.53,0.37,0.0,0.0,0.75,0.0,2.46,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,angry
Training_1934096.jpg,0.925,0.51,0.0,0.0,0.0,0.0,0.0,0.76,0.41,0.0,0.0,0.83,0.13,0.63,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
Training_1705134.jpg,0.875,0.0,0.0,0.0,2.52,0.0,0.0,0.34,0.0,0.0,0.29,0.24,0.0,0.18,0.0,0.0,0.76,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,angry
Training_3576531.jpg,0.875,2.36,0.53,0.0,0.8,0.0,0.0,0.0,0.36,0.23,0.0,0.25,0.0,0.9,0.0,0.11,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,angry
Training_3908.jpg,0.875,0.37,0.0,0.0,2.52,0.01,0.42,0.0,0.3,0.39,0.0,0.5,0.0,0.11,0.07,0.34,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,angry
Training_2861857.jpg,0.975,0.16,0.0,2.72,0.95,0.0,0.0,0.34,0.96,0.52,0.0,2.81,2.88,1.0,0.18,0.99,0.0,0.14,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,angry
Training_3630497.jpg,0.975,0.77,0.0,1.14,2.84,0.0,0.99,0.31,0.78,0.11,0.0,0.0,0.0,0.0,0.0,0.09,0.68,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
Training_247656.jpg,0.925,1.13,0.0,0.36,1.72,0.0,0.0,0.0,1.6,0.0,0.0,0.05,0.0,0.77,0.0,0.69,0.0,0.11,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,angry
Training_964885.jpg,0.875,0.72,0.0,0.94,0.0,0.0,0.94,0.81,0.0,0.0,1.25,0.19,0.03,1.51,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,angry
Training_3415081.jpg,0.725,0.77,0.0,1.65,0.0,1.68,1.98,1.18,1.47,0.0,0.0,0.81,0.0,0.34,0.47,0.76,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,angry
Training_556531.jpg,0.975,0.38,0.0,0.07,0.0,0.0,1.25,0.0,0.86,0.35,0.05,0.0,0.0,0.0,0.0,0.61,1.26,0.02,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,angry
Training_803556.jpg,0.875,0.0,0.0,0.0,0.91,0.29,0.72,0.7,1.62,0.29,0.97,0.79,0.0,0.75,0.26,0.0,0.49,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,angry
Training_1500617.jpg,0.925,0.94,0.0,0.03,0.57,0.0,0.98,0.11,0.68,0.03,0.0,0.74,1.04,0.22,0.0,0.0,0.0,0.55,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,angry
Training_1133567.jpg,0.925,1.71,0.05,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.56,0.11,0.0,0.27,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,angry
Training_1329550.jpg,0.875,1.5,1.15,0.41,0.0,0.37,0.97,1.63,0.8,0.04,1.24,0.3,1.19,0.23,0.06,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,angry
Training_2941397.jpg,0.875,1.51,0.51,0.68,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.45,0.0,0.24,1.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,angry
Training_1294170.jpg,0.875,2.08,0.34,0.56,1.7,0.0,0.0,0.0,0.17,0.16,0.25,0.17,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,angry
Training_178362.jpg,0.925,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.37,1.54,0.0,0.43,0.13,0.67,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,angry
